Codes,Names,PPH_2013,White (%),Mixed/multiple ethnic groups (%),Asian/Asian British (%),Black/African/Caribbean/Black British (%),Other ethnic group (%),BAME (%),Median Annual Household Income estimate (£)
E01004599,Wandsworth 025E,141,88.1,3.8,5.8,1.9,0.4,11.9,64854
E01004473,Wandsworth 026A,157,79.1,4.1,9.5,6.4,0.9,20.9,50639
E01004475,Wandsworth 026B,129,73.3,5.0,9.6,10.9,1.1,26.7,45436
E01004480,Wandsworth 026C,223,76.5,3.4,12.0,6.9,1.1,23.5,58265
E01004483,Wandsworth 026D,45,66.0,4.9,16.5,11.2,1.5,34.0,43191
E01004484,Wandsworth 026E,47,75.1,5.6,7.2,10.4,1.7,24.9,43712
E01004486,Wandsworth 026F,50,80.0,4.8,7.4,6.9,0.9,20.0,43265
E01004543,Wandsworth 027A,79,86.9,3.7,3.7,4.6,1.1,13.1,62221
E01004545,Wandsworth 027B,105,83.6,3.4,8.0,4.1,1.0,16.4,46365
E01004546,Wandsworth 027C,155,80.7,3.9,8.1,6.6,0.7,19.3,57531
E01004549,Wandsworth 027D,131,71.5,6.4,12.3,8.8,1.0,28.5,45901
E01004625,Wandsworth 027E,57,93.4,2.6,2.2,1.1,0.7,6.6,76452
E01004626,Wandsworth 027F,33,79.9,4.2,8.8,5.8,1.2,20.1,57939
E01004632,Wandsworth 028A,52,78.5,4.5,11.5,3.5,2.0,21.5,44430
E01004634,Wandsworth 028B,119,73.7,3.5,10.5,8.4,3.9,26.3,39073
E01004635,Wandsworth 028C,96,72.1,4.8,14.7,4.6,3.8,27.9,37972
E01004636,Wandsworth 028D,103,70.7,5.4,14.6,6.2,3.0,29.3,39463
E01004637,Wandsworth 028E,102,71.7,5.2,12.0,8.2,2.9,28.3,35816
E01004481,Wandsworth 029A,159,68.6,5.1,16.5,7.6,2.1,31.4,40752
E01004488,Wandsworth 029B,140,75.0,4.9,8.9,10.0,1.2,25.0,46190
E01004547,Wandsworth 029C,114,67.6,4.9,9.2,16.4,1.9,32.4,42727
E01004548,Wandsworth 029D,122,73.8,4.8,13.3,6.8,1.3,26.2,37905
E01004482,Wandsworth 030A,133,64.6,4.3,17.9,11.3,1.8,35.4,38943
E01004485,Wandsworth 030B,104,73.8,5.5,10.7,8.9,1.1,26.2,43732
E01004487,Wandsworth 030C,136,75.5,5.0,6.3,12.0,1.2,24.5,42419
E01004489,Wandsworth 030D,75,76.3,5.6,7.5,9.3,1.3,23.7,48593
E01004490,Wandsworth 031A,118,85.1,3.8,6.0,4.0,1.1,14.9,55470
E01004491,Wandsworth 031B,155,53.5,4.5,21.9,16.6,3.6,46.5,34353
E01004492,Wandsworth 031C,61,69.1,5.0,12.4,12.0,1.4,30.9,38152
E01004498,Wandsworth 031D,141,85.4,3.4,6.9,3.5,0.8,14.6,48827
E01004532,Wandsworth 032A,164,66.6,6.4,11.9,13.9,1.2,33.4,36552
E01004611,Wandsworth 032B,125,52.4,4.0,28.8,12.4,2.4,47.6,35702
E01004612,Wandsworth 032C,136,35.6,4.0,42.2,15.2,3.0,64.4,33286
E01004618,Wandsworth 032D,130,58.3,3.6,28.0,8.6,1.5,41.7,45515
E01004531,Wandsworth 033A,203,48.0,8.3,26.3,16.0,1.3,52.0,32143
E01004533,Wandsworth 033B,154,55.5,6.2,20.3,15.7,2.4,44.5,30944
E01004610,Wandsworth 033C,65,40.5,4.1,39.2,12.9,3.2,59.5,33621
E01004613,Wandsworth 033D,156,44.4,6.9,28.7,17.7,2.4,55.6,25739
E01004614,Wandsworth 034A,145,51.5,4.9,24.0,14.4,5.1,48.5,30646
E01004615,Wandsworth 034B,102,49.2,7.1,15.4,26.0,2.3,50.8,24535
E01004616,Wandsworth 034C,202,48.9,6.0,26.2,15.3,3.6,51.1,31089
E01004617,Wandsworth 034D,40,45.9,5.5,28.3,17.7,2.6,54.1,28498
E01004525,Wandsworth 035A,135,44.8,4.2,34.9,13.7,2.4,55.2,31078
E01004526,Wandsworth 035B,166,52.0,5.6,27.5,12.9,1.9,48.0,32419
E01004527,Wandsworth 035C,157,48.4,4.3,29.2,16.1,2.0,51.6,33961
E01004528,Wandsworth 035D,118,46.8,6.4,21.3,21.3,4.3,53.2,29878
E01004529,Wandsworth 035E,175,60.7,6.0,20.4,11.0,1.9,39.3,34991
E01004530,Wandsworth 035F,142,59.1,5.0,22.0,12.0,1.9,40.9,35770
E01004516,Wandsworth 036A,81,65.6,6.5,16.1,11.0,0.8,34.4,42635
E01004518,Wandsworth 036B,144,64.8,6.2,13.6,13.4,1.9,35.2,39358
E01004519,Wandsworth 036C,130,50.3,6.0,23.4,19.4,1.0,49.7,33635
E01004520,Wandsworth 036D,126,50.4,7.0,26.3,15.3,1.0,49.6,33319
E01004523,Wandsworth 036E,57,67.1,4.9,14.5,12.1,1.4,32.9,35109
E01004517,Wandsworth 037A,147,56.9,8.1,11.4,21.0,2.6,43.1,33060
E01004521,Wandsworth 037B,173,52.1,6.8,13.3,24.2,3.6,47.9,33984
E01004522,Wandsworth 037C,148,53.9,5.8,16.0,21.7,2.5,46.1,32430
E01004524,Wandsworth 037D,130,50.2,6.7,16.3,25.0,1.8,49.8,24313
E01004647,Westminster 001A,79,66.2,3.7,16.5,4.1,9.5,33.8,51108
E01004649,Westminster 001B,93,55.4,2.9,25.1,4.0,12.5,44.6,60473
E01004724,Westminster 001C,227,63.5,3.8,19.7,3.0,10.0,36.5,44817
E01004730,Westminster 001D,38,60.5,3.9,23.0,2.2,10.4,39.5,57415
E01004646,Westminster 002A,80,67.5,3.1,16.3,4.0,9.0,32.5,71955
E01004648,Westminster 002B,116,68.4,3.9,12.4,3.4,11.9,31.6,50187
E01004650,Westminster 002C,118,70.7,3.9,15.0,2.5,7.9,29.3,62193
E01004710,Westminster 002D,130,46.3,4.2,15.3,12.4,21.8,53.7,25616
E01004711,Westminster 002E,243,55.6,4.8,13.4,7.7,18.6,44.4,28343
E01004651,Westminster 003A,212,58.4,3.2,24.3,2.7,11.5,41.6,48863
E01004725,Westminster 003B,60,44.0,4.7,21.7,8.6,21.0,56.0,31694
E01004726,Westminster 003C,95,57.5,3.6,21.2,4.0,13.7,42.5,53369
E01004728,Westminster 003D,206,59.8,4.3,15.5,6.5,13.9,40.2,36976
E01004729,Westminster 003E,269,55.7,6.2,17.5,7.1,13.6,44.3,32447
E01004718,Westminster 004A,285,47.7,6.5,13.7,24.7,7.5,52.3,29926
E01004719,Westminster 004B,198,59.8,7.3,10.2,15.7,7.0,40.2,29730
E01004720,Westminster 004C,181,56.5,7.6,11.0,15.1,9.9,43.5,28737
E01004721,Westminster 004D,177,48.3,7.8,14.3,18.9,10.8,51.7,24565
E01004722,Westminster 004E,320,28.3,7.9,21.5,24.7,17.6,71.7,21511
E01004674,Westminster 005A,244,43.2,8.0,15.9,18.7,14.1,56.8,25909
E01004675,Westminster 005B,258,49.3,6.9,12.7,14.4,16.6,50.7,27822
E01004677,Westminster 005C,264,59.5,6.3,11.7,16.6,6.0,40.5,33093
E01004678,Westminster 005D,238,52.8,7.1,11.7,15.2,13.2,47.2,32069
E01004679,Westminster 005E,301,47.6,7.7,11.5,18.6,14.6,52.4,28394
E01004723,Westminster 005F,243,48.8,7.0,9.0,22.5,12.7,51.2,29233
E01004676,Westminster 006A,205,56.1,6.2,10.4,15.4,12.0,43.9,33797
E01004706,Westminster 006B,111,75.0,5.4,10.1,3.6,5.9,25.0,58328
E01004707,Westminster 006C,150,73.1,4.7,9.9,2.8,9.6,26.9,60923
E01004708,Westminster 006D,209,64.6,6.4,9.7,10.8,8.6,35.4,35556
E01004756,Westminster 006E,301,60.6,5.5,12.1,9.6,12.2,39.4,33948
E01004701,Westminster 007A,207,68.1,5.6,10.0,2.3,14.0,31.9,58090
E01004703,Westminster 007B,108,69.1,5.0,11.3,4.4,10.3,30.9,59906
E01004705,Westminster 007D,216,76.0,4.2,10.5,2.3,6.9,24.0,64405
E01004709,Westminster 007E,194,58.7,5.7,12.1,6.2,17.3,41.3,36788
E01033600,Westminster 007F,192,76.7,5.3,8.1,3.3,6.5,23.3,55418
E01033608,Westminster 007G,261,75.8,3.8,7.6,5.4,7.3,24.2,48552
E01004659,Westminster 008A,171,62.7,4.6,20.3,3.8,8.7,37.3,42542
E01004660,Westminster 008B,283,58.8,5.7,20.0,4.3,11.3,41.2,56596
E01004712,Westminster 008C,185,69.3,4.8,16.3,1.8,7.9,30.7,55048
E01004727,Westminster 008D,19,53.3,5.4,27.3,3.3,10.6,46.7,57179
E01004670,Westminster 009A,330,23.6,6.5,28.5,16.7,24.8,76.4,17499
E01004702,Westminster 009E,167,39.2,5.3,18.0,11.9,25.7,60.8,22681
E01033598,Westminster 009F,257,37.1,7.1,20.9,13.4,21.5,62.9,21628
E01033601,Westminster 009G,298,41.4,4.9,30.0,11.3,12.4,58.6,23713
E01033602,Westminster 009H,301,41.2,6.1,15.4,16.0,21.4,58.8,21323
E01033603,Westminster 009I,277,53.0,7.9,14.7,13.3,11.2,47.0,30772
E01033604,Westminster 009J,181,40.7,7.0,20.7,8.1,23.5,59.3,23899
E01033605,Westminster 009K,288,42.8,4.3,19.8,13.0,20.1,57.2,21712
E01004754,Westminster 010A,204,45.4,6.6,11.3,18.8,17.9,54.6,21869
E01004755,Westminster 010B,195,42.4,6.8,17.1,13.7,20.0,57.6,30554
E01004757,Westminster 010C,132,46.2,6.6,15.6,15.1,16.5,53.8,24096
E01032512,Westminster 010F,161,37.4,7.6,15.6,16.6,22.9,62.6,23291
E01032513,Westminster 010G,254,45.8,6.6,15.0,16.5,16.1,54.2,24623
E01004713,Westminster 011A,109,80.0,5.4,6.7,2.7,5.2,20.0,73944
E01004714,Westminster 011B,65,69.3,3.9,11.7,3.8,11.3,30.7,57105
E01004716,Westminster 011C,86,74.4,4.2,14.9,1.6,4.8,25.6,65064
E01004717,Westminster 011D,153,80.3,4.2,9.9,0.7,4.9,19.7,53921
E01004762,Westminster 011E,79,65.1,3.6,15.4,4.2,11.8,34.9,60620
E01004657,Westminster 012A,118,74.2,3.9,10.0,1.2,10.7,25.8,61468
E01004658,Westminster 012B,142,51.9,4.5,18.6,3.9,21.2,48.1,34976
E01004661,Westminster 012C,147,56.6,5.3,15.1,6.0,17.0,43.4,37617
E01004662,Westminster 012D,215,67.9,5.0,15.6,2.2,9.2,32.1,51680
E01004663,Westminster 012E,176,68.1,5.1,10.7,4.0,12.1,31.9,49716
E01004715,Westminster 013A,186,61.6,4.9,20.1,7.2,6.2,38.4,36245
E01004763,Westminster 013B,80,69.0,6.3,18.1,3.1,3.5,31.0,44932
E01004765,Westminster 013D,81,67.0,5.0,14.1,6.4,7.5,33.0,47292
E01033595,Westminster 013E,23,71.7,5.1,12.5,4.3,6.4,28.3,47863
E01033596,Westminster 013F,118,69.9,5.7,14.1,3.7,6.6,30.1,38081
E01004653,Westminster 014A,200,79.2,5.0,6.8,3.6,5.4,20.8,61160
E01004654,Westminster 014B,204,74.0,5.0,11.6,3.7,5.7,26.0,51515
E01004656,Westminster 014D,144,63.4,6.0,14.1,6.9,9.5,36.6,37383
E01004760,Westminster 014E,229,58.3,6.5,10.9,12.8,11.6,41.7,33608
E01033606,Westminster 014F,408,66.9,6.0,11.0,6.7,9.4,33.1,41349
E01033607,Westminster 014G,145,75.3,6.7,7.2,3.9,6.9,24.7,42968
E01004680,Westminster 015A,119,69.6,3.9,13.0,1.7,11.9,30.4,60209
E01004683,Westminster 015B,122,67.8,5.5,14.6,2.0,10.1,32.2,68707
E01004684,Westminster 015C,170,38.9,5.0,19.0,6.7,30.4,61.1,35543
E01004686,Westminster 015E,230,38.8,5.0,15.9,3.7,36.6,61.2,31124
E01033593,Westminster 015F,154,37.9,5.1,20.8,10.4,25.8,62.1,33419
E01033594,Westminster 015G,69,56.9,3.7,15.5,6.9,17.1,43.1,35438
E01004681,Westminster 016A,124,62.7,5.7,18.3,2.7,10.5,37.3,45985
E01004682,Westminster 016B,183,62.6,6.0,17.0,3.4,11.0,37.4,45192
E01004694,Westminster 016C,186,67.2,6.2,14.7,3.3,8.7,32.8,52599
E01004697,Westminster 016D,284,69.3,5.8,11.9,2.4,10.6,30.7,43837
E01004700,Westminster 016E,319,69.9,6.6,10.9,3.4,9.1,30.1,49478
E01004652,Westminster 017A,386,55.7,6.1,18.2,5.1,15.0,44.3,37784
E01004693,Westminster 017B,171,73.9,5.1,10.7,3.3,7.0,26.1,62550
E01004695,Westminster 017C,217,62.6,5.7,16.7,5.7,9.3,37.4,41680
